"Scope","Design","Fold","Route","Model","EvalWeighting","Family","ModelA","ModelB","Difference","SE_approx","CI95_lower","CI95_upper","Z_approx","P_approx","IntervalStatus","UncertaintyScope","RecordsUsed","SpeciesUsed","BootstrapReplicates","P_BH"
"fold","tenfold",8,"binary","M1","record_equal","training_method","species_equal","record_equal",0.0143371291365925,0.0111066596168633,-0.000390154109816198,0.0409438321072109,1.29085878483431,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",19,5,2000,
"fold","tenfold",9,"binary","M1","record_equal","training_method","species_equal","record_equal",0.0273065467704387,0.0432122652670175,-0.0223593723795852,0.139071927638688,0.631916577427865,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",15,5,2000,
"fold","tenfold",10,"binary","M1","record_equal","training_method","species_equal","record_equal",-0.00790180485921065,0.052668854792349,-0.125482349325899,0.0691387741106045,-0.150028036310342,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",9,5,2000,
"fold","tenfold",1,"binary","M2","record_equal","training_method","species_equal","record_equal",-0.0306301713227687,0.0195659616142503,-0.0621871696300856,0.0130299586939958,-1.5654825419089,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",10,5,2000,
"fold","tenfold",2,"binary","M2","record_equal","training_method","species_equal","record_equal",0.0827386591347397,0.0953467295311056,-0.150064599165164,0.208988745090589,0.867766094774623,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",10,5,2000,
"fold","tenfold",3,"binary","M2","record_equal","training_method","species_equal","record_equal",-0.00472597147503061,0.0125698507534354,-0.0341080976044896,0.0110768687541883,-0.3759767373323,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",9,5,2000,
"fold","tenfold",4,"binary","M2","record_equal","training_method","species_equal","record_equal",-0.0259203226102213,0.0105848568238026,-0.0384638191184311,0.00115109099418617,-2.44881183011689,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",21,5,2000,
"fold","tenfold",5,"binary","M2","record_equal","training_method","species_equal","record_equal",-0.0275910223671458,0.0162246034111879,-0.0560672194214872,-0.0108384952537042,-1.70056682853153,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",16,5,2000,
"fold","tenfold",6,"binary","M2","record_equal","training_method","species_equal","record_equal",0.00666430123214939,0.00878744887934083,0.000318619591147252,0.028879828222809,0.758388620367063,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",31,5,2000,
"fold","tenfold",7,"binary","M2","record_equal","training_method","species_equal","record_equal",-0.0207568513663862,0.0127673612453796,-0.0462742724815696,0.00421487872871941,-1.62577457999773,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",12,5,2000,
"fold","tenfold",8,"binary","M2","record_equal","training_method","species_equal","record_equal",0.0104756345752638,0.00718442011711044,0.000340745067638515,0.0268651515657116,1.45810439875516,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",19,5,2000,
"fold","tenfold",9,"binary","M2","record_equal","training_method","species_equal","record_equal",0.0489685473085578,0.0353144186552739,-0.00234844151547156,0.14065760931768,1.38664458238915,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",15,5,2000,
"fold","tenfold",10,"binary","M2","record_equal","training_method","species_equal","record_equal",0.0366940645825475,0.0630025168755496,-0.101961572180636,0.126191269443316,0.582422201561093,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",9,5,2000,
"fold","tenfold",1,"binary","M3","record_equal","training_method","species_equal","record_equal",-0.00866672630993425,0.0443074508850449,-0.068164307668115,0.0874392995500013,-0.195604263770894,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",10,5,2000,
"fold","tenfold",2,"binary","M3","record_equal","training_method","species_equal","record_equal",0.0581038396476005,0.0605825056095057,-0.0963434574101653,0.138065804413548,0.959086110140741,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",10,5,2000,
"fold","tenfold",3,"binary","M3","record_equal","training_method","species_equal","record_equal",-0.00784388699405091,0.0163131862011029,-0.049600785631277,0.0139353194909177,-0.480831083355168,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",9,5,2000,
"fold","tenfold",4,"binary","M3","record_equal","training_method","species_equal","record_equal",-0.0146481457760069,0.0109743643602404,-0.0336339124843568,0.0120551397939821,-1.3347602918194,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",21,5,2000,
"fold","tenfold",5,"binary","M3","record_equal","training_method","species_equal","record_equal",-0.0516360556787526,0.0100215581680903,-0.0618931738592782,-0.0281456702747076,-5.15249772666762,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",16,5,2000,
"fold","tenfold",6,"binary","M3","record_equal","training_method","species_equal","record_equal",0.0453527150303482,0.0504598909224859,0.00807407433228805,0.17923847073667,0.898787417119409,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",31,5,2000,
"fold","tenfold",7,"binary","M3","record_equal","training_method","species_equal","record_equal",-0.00963188948198516,0.0296229422693687,-0.0464748162968459,0.0695187417056416,-0.325149655776932,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",12,5,2000,
"fold","tenfold",8,"binary","M3","record_equal","training_method","species_equal","record_equal",-0.00232665590361297,0.0177449334020751,-0.0332691946584169,0.0343580185201065,-0.131116632048948,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",19,5,2000,
"fold","tenfold",9,"binary","M3","record_equal","training_method","species_equal","record_equal",0.0313290104841554,0.0217343831227761,-0.000738726539771727,0.0813997977119291,1.44144926070272,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",15,5,2000,
"fold","tenfold",10,"binary","M3","record_equal","training_method","species_equal","record_equal",0.0490361603366067,0.0634701811934075,-0.0543640535547453,0.140332756867369,0.772585794062613,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",9,5,2000,
"fold","tenfold",1,"joint_bb","Null","record_equal","training_method","species_equal","record_equal",0.0947631811120758,0.0664851761447358,-0.0437601639799578,0.207225806480275,1.42532796943757,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",15,6,2000,
"fold","tenfold",2,"joint_bb","Null","record_equal","training_method","species_equal","record_equal",-0.0164724164731781,0.0510202274909437,-0.0944027032660197,0.10305835902997,-0.322860506180653,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",21,5,2000,
"fold","tenfold",3,"joint_bb","Null","record_equal","training_method","species_equal","record_equal",0.0101623277552783,0.101926214669794,-0.220665906876864,0.181047604064642,0.0997027878274566,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",7,5,2000,
"fold","tenfold",4,"joint_bb","Null","record_equal","training_method","species_equal","record_equal",-0.0591013912704598,0.0307105310854027,-0.0799148364741632,0.0299459018782679,-1.92446659766662,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",34,5,2000,
"fold","tenfold",5,"joint_bb","Null","record_equal","training_method","species_equal","record_equal",-0.0066087650328273,0.0729943424320049,-0.109196143164723,0.178110048486736,-0.0905380446297389,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",13,5,2000,
"fold","tenfold",6,"joint_bb","Null","record_equal","training_method","species_equal","record_equal",-0.114057590659516,0.0274324443043362,-0.190973785207692,-0.0691198088168483,-4.15776258922313,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",19,5,2000,
"fold","tenfold",7,"joint_bb","Null","record_equal","training_method","species_equal","record_equal",0.0335344391728205,0.0386632540109861,-0.0736201170702722,0.064377675160703,0.867346529169318,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",15,5,2000,
"fold","tenfold",8,"joint_bb","Null","record_equal","training_method","species_equal","record_equal",0.217873641691356,0.131120637302509,-0.0183925046961349,0.489054334270752,1.66162738508278,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",14,5,2000,
"fold","tenfold",9,"joint_bb","Null","record_equal","training_method","species_equal","record_equal",-0.136831932161451,0.0591935406292412,-0.235014970228602,-0.000951920876195321,-2.31160242666506,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",8,5,2000,
"fold","tenfold",10,"joint_bb","Null","record_equal","training_method","species_equal","record_equal",-0.059528619883751,0.0492678838990885,-0.142738461457883,0.0588929334085703,-1.20826419104337,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",7,5,2000,
"fold","tenfold",1,"joint_bb","M1","record_equal","training_method","species_equal","record_equal",0.0508040543704942,0.0453348491042388,-0.0515224102219891,0.118434183397482,1.1206402000739,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",15,6,2000,
"fold","tenfold",2,"joint_bb","M1","record_equal","training_method","species_equal","record_equal",0.0289813096085576,0.0518440855168025,-0.0816743791712747,0.136613394584839,0.559008984721407,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",21,5,2000,
"fold","tenfold",3,"joint_bb","M1","record_equal","training_method","species_equal","record_equal",-0.270501795094827,0.345781051465743,-1.0930228912552,0.100992451821807,-0.782292129508509,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",7,5,2000,
"fold","tenfold",4,"joint_bb","M1","record_equal","training_method","species_equal","record_equal",0.000158808380742467,0.011237441679854,-0.025888108146512,0.0245988030276762,0.0141320760780608,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",34,5,2000,
"fold","tenfold",5,"joint_bb","M1","record_equal","training_method","species_equal","record_equal",-0.0230133577983234,0.0374990864188635,-0.105160091312261,0.0372275801118975,-0.613704492457895,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",13,5,2000,
"fold","tenfold",6,"joint_bb","M1","record_equal","training_method","species_equal","record_equal",-0.0974553372373903,0.0333825450274727,-0.199892836477688,-0.0618237653322131,-2.91935013214804,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",19,5,2000,
"fold","tenfold",7,"joint_bb","M1","record_equal","training_method","species_equal","record_equal",0.0536051674283373,0.01637990009108,0.0121493198530069,0.0782772361951113,3.27261870525872,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",15,5,2000,
"fold","tenfold",8,"joint_bb","M1","record_equal","training_method","species_equal","record_equal",0.288280224423456,0.131649568564561,0.0418934265961772,0.539101255278651,2.18975441823863,,"LIMITED_SPECIES","fixed_OOF_predictions_species_bootstrap_no_refitting",14,5,2000,
