"Route","Model","TrainWeighting","EvalWeighting","Subset","Statistic","Records","Species","Observed","PPC_Lower95","PPC_Median","PPC_Upper95","Status","Scope"
"joint_bb","M1","record_equal","record_equal","exact","SD",40,25,0.224076234223422,0.161194574182833,0.21003809002398,0.263279564583552,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","record_equal","exact","ZeroFraction",40,25,0,0,0,0,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","record_equal","exact","OneFraction",40,25,0.15,0.025,0.15,0.3,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","species_equal","exact","Mean",40,25,0.707178,0.631748002502537,0.71567078015306,0.796572496505582,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","species_equal","exact","SD",40,25,0.245520713008088,0.164590662165856,0.220727911706907,0.281174591584014,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","species_equal","exact","ZeroFraction",40,25,0,0,0,0,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","species_equal","exact","OneFraction",40,25,0.14,0.02,0.134666666666667,0.309333333333333,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","record_equal","all_point","Mean",145,48,0.717888454661558,0.656220591318847,0.726231486890116,0.792746770708559,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","record_equal","all_point","SD",145,48,0.370592541183716,0.309449709108559,0.355122226633104,0.392254015351333,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","record_equal","all_point","ZeroFraction",145,48,0.103448275862069,0.0482758620689655,0.096551724137931,0.16551724137931,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","record_equal","all_point","OneFraction",145,48,0.482758620689655,0.344827586206897,0.441379310344828,0.537931034482759,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","species_equal","all_point","Mean",145,48,0.614479239074521,0.606494490461534,0.688303913465715,0.769435756095849,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","species_equal","all_point","SD",145,48,0.389160338983604,0.299193083903088,0.348652919299382,0.386871578668127,"REVIEW_REQUIRED","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","species_equal","all_point","ZeroFraction",145,48,0.166666666666667,0.0417044082125604,0.103411835748792,0.174788132685551,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","record_equal","species_equal","all_point","OneFraction",145,48,0.30631038647343,0.241222534447738,0.341494771080369,0.458706957482433,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","species_equal","record_equal","count","Mean",105,29,0.71258024691358,0.59983453010834,0.69181746031746,0.774199703955656,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","species_equal","record_equal","count","SD",105,29,0.412829946915986,0.35722634553425,0.407195914981354,0.443913264772522,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","species_equal","record_equal","count","ZeroFraction",105,29,0.142857142857143,0.0857142857142857,0.152380952380952,0.247619047619048,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","species_equal","record_equal","count","OneFraction",105,29,0.60952380952381,0.39047619047619,0.514285714285714,0.628571428571429,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","species_equal","species_equal","count","Mean",105,29,0.542231648725902,0.524375648244901,0.644775996140939,0.758615854771027,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","species_equal","species_equal","count","SD",105,29,0.448805781556778,0.364095319050338,0.4215498692359,0.459536562339145,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","species_equal","species_equal","count","ZeroFraction",105,29,0.28448275862069,0.0887608225108225,0.193002686968204,0.318740297059262,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","species_equal","species_equal","count","OneFraction",105,29,0.400656814449918,0.317704134945514,0.460400806090461,0.610315158978952,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","species_equal","record_equal","exact","Mean",40,25,0.7318225,0.631966415108185,0.709379041867199,0.780934186655194,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","species_equal","record_equal","exact","SD",40,25,0.224076234223422,0.164210699892484,0.210307671729265,0.259245295026602,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","species_equal","record_equal","exact","ZeroFraction",40,25,0,0,0,0,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","species_equal","record_equal","exact","OneFraction",40,25,0.15,0.025,0.125,0.275,"OK","training_only_same_records_types_weights; intervals_not_imputed"
"joint_bb","M1","species_equal","species_equal","exact","Mean",40,25,0.707178,0.610518319836934,0.694813016740855,0.775070013738938,"OK","training_only_same_records_types_weights; intervals_not_imputed"
