"Case","Mode","Parameter","Stan","Reference","AbsError","ScaledError"
"underflow_lower","log_a_log_b","log_b",6.97556002699279,6.97556002459502,2.39776642985134e-09,3.4373819756365e-10
"near_zero","log_a_log_b","log_a",-4.73492745596196,-4.73492745596105,9.07718344933528e-13,1.91706917028001e-13
"near_zero","log_a_log_b","log_b",0.308840616211603,0.308840616211393,2.10331752015236e-13,2.10331752015236e-13
"near_one","log_a_log_b","log_a",0.308840616211603,0.308840616210648,9.54847312328866e-13,9.54847312328866e-13
"near_one","log_a_log_b","log_b",-4.73492745445453,-4.73492745445305,1.47437617670221e-12,3.11383055154436e-13
"narrow_middle","log_a_log_b","log_a",1.87522063051204,1.87522063050698,5.06128472466116e-12,2.69903425886095e-12
"narrow_middle","log_a_log_b","log_b",-2.19631421951921,-2.19631421952147,2.25952589971712e-12,1.0287807999574e-12
"narrow_tail","log_a_log_b","log_a",9.84587068510715,9.84587068502101,8.61373194993575e-11,8.74857310795299e-12
"narrow_tail","log_a_log_b","log_b",-225.169851625288,-225.169851625389,1.00897068477934e-10,4.48093151679092e-13
"u_shaped","log_a_log_b","log_a",0.337931610416987,0.337931610417131,1.44162459747577e-13,1.44162459747577e-13
"u_shaped","log_a_log_b","log_b",0.087388908781573,0.0873889087819683,3.95281030129979e-13,3.95281030129979e-13
"wide_center","log_a_log_b","log_a",0.003762817387814,0.00376281738755682,2.57174490037038e-13,2.57174490037038e-13
"wide_center","log_a_log_b","log_b",0.00294781504137291,0.00294781504152471,1.5179741144622e-13,1.5179741144622e-13
"skew_left","log_a_log_b","log_a",4.54660824886005,4.54660824891808,5.80326897647865e-11,1.27639520687968e-11
"skew_left","log_a_log_b","log_b",-50.9845410846314,-50.9845410846497,1.82396320269618e-11,3.57748282889876e-13
"skew_right","log_a_log_b","log_a",-299.473826702681,-299.473826702772,9.12336872715969e-11,3.04646613949827e-13
"skew_right","log_a_log_b","log_b",5.48255277177212,5.48255277107309,6.99035496154465e-10,1.27501827222293e-10
"concentrated_center","log_a_log_b","log_a",0.685277229581259,0.685277269444677,3.98634183440549e-08,3.98634183440549e-08
"concentrated_center","log_a_log_b","log_b",-0.404013639162706,-0.404013611899309,2.72633971509784e-08,2.72633971509784e-08
"full_support","log_a_log_b","log_a",0,0,0,0
"full_support","log_a_log_b","log_b",0,0,0,0
"left_boundary","log_a_log_b","log_a",-0.00288581802832139,-0.00288581802832464,3.25824436875344e-15,3.25824436875344e-15
"left_boundary","log_a_log_b","log_b",0.00940591548393535,0.00940591548393521,1.37043154602168e-16,1.37043154602168e-16
"right_boundary","log_a_log_b","log_a",0.00940591548393535,0.00940591548393521,1.37043154602168e-16,1.37043154602168e-16
"right_boundary","log_a_log_b","log_b",-0.00288581802832139,-0.00288581802832464,3.25824436875344e-15,3.25824436875344e-15
"cf_switch_left","log_a_log_b","log_a",0.452058399109561,0.452058398939048,1.70512381991728e-10,1.70512381991728e-10
"cf_switch_left","log_a_log_b","log_b",0.0657035412002003,0.0657035409875535,2.12646733555033e-10,2.12646733555033e-10
"cf_switch_right","log_a_log_b","log_a",0.452058422415824,0.452058422527455,1.11630926724615e-10,1.11630926724615e-10
"cf_switch_right","log_a_log_b","log_b",0.0657035166786244,0.0657035167682455,8.96211022061166e-11,8.96211022061166e-11
"actual_chain_left_tail","record_chain","logit_m",-0.799591705399532,-0.79959170539833,1.20181642415673e-12,1.20181642415673e-12
"actual_chain_left_tail","record_chain","logit_rho",0.0198979263498829,0.0198979263484583,1.42450981566178e-12,1.42450981566178e-12
"actual_chain_left_tail","record_chain","log_phi_ratio",0.166723721789362,0.16672372178915,2.12135864430252e-13,2.12135864430252e-13
"actual_chain_right_tail","record_chain","logit_m",17.9313245458981,17.931324545886,1.20969900763157e-11,6.74628917978686e-13
"actual_chain_right_tail","record_chain","logit_rho",-1.80113245458981,-1.80113245458611,3.69970720726087e-12,2.05410057313694e-12
"actual_chain_right_tail","record_chain","log_phi_ratio",-34.0720315781141,-34.0720315781279,1.37916345011035e-11,4.04778754371574e-13
"actual_chain_endpoint","record_chain","logit_m",0.0358407607156619,0.0358407607191154,3.45348749597463e-12,3.45348749597463e-12
"actual_chain_endpoint","record_chain","logit_rho",-0.00544997412653444,-0.00544997411549733,1.10371078596017e-11,1.10371078596017e-11
"actual_chain_endpoint","record_chain","log_phi_ratio",0.00943651649783338,0.00943651649787809,4.47090281463502e-14,4.47090281463502e-14
"actual_chain_narrow","record_chain","logit_m",0.168845395322886,0.168845395332681,9.79519243493598e-12,9.79519243493598e-12
"actual_chain_narrow","record_chain","logit_rho",-0.113769079064577,-0.113769079067068,2.49110454486612e-12,2.49110454486612e-12
"actual_chain_narrow","record_chain","log_phi_ratio",0.509147590149645,0.509147590147715,1.93012272831083e-12,1.93012272831083e-12
"actual_chain_u_shape","record_chain","logit_m",0.392944273814913,0.392944273813949,9.64339719189411e-13,9.64339719189411e-13
"actual_chain_u_shape","record_chain","logit_rho",-0.415766564288948,-0.41576656429351,4.56162885242861e-12,4.56162885242861e-12
"actual_chain_u_shape","record_chain","log_phi_ratio",0.483637753520096,0.483637753520177,8.1379347705024e-14,8.1379347705024e-14
