FigureID,Group,Scope,PDF,SVG,PNG,Preview,SourceCSV,WidthMM,HeightMM,Estimand,Interval,ScientificStatus,VisualReview,SourceManifest
F04_future_bands_species_M1_U_p03,predictive_bands,species,F04_future_predictive_bands_species_M1_U.pdf,F04_future_bands_species_M1_U_p03.svg,F04_future_bands_species_M1_U_p03.png,F04_future_bands_species_M1_U_p03_preview.png,figure_data\model\F04_future_bands_species_M1_U_p03.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_species_M1_U_p03_provenance.json
F04_future_bands_species_M1_U_p04,predictive_bands,species,F04_future_predictive_bands_species_M1_U.pdf,F04_future_bands_species_M1_U_p04.svg,F04_future_bands_species_M1_U_p04.png,F04_future_bands_species_M1_U_p04_preview.png,figure_data\model\F04_future_bands_species_M1_U_p04.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_species_M1_U_p04_provenance.json
F04_future_bands_species_M1_P_p01,predictive_bands,species,F04_future_predictive_bands_species_M1_P.pdf,F04_future_bands_species_M1_P_p01.svg,F04_future_bands_species_M1_P_p01.png,F04_future_bands_species_M1_P_p01_preview.png,figure_data\model\F04_future_bands_species_M1_P_p01.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_species_M1_P_p01_provenance.json
F04_future_bands_species_M1_P_p02,predictive_bands,species,F04_future_predictive_bands_species_M1_P.pdf,F04_future_bands_species_M1_P_p02.svg,F04_future_bands_species_M1_P_p02.png,F04_future_bands_species_M1_P_p02_preview.png,figure_data\model\F04_future_bands_species_M1_P_p02.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_species_M1_P_p02_provenance.json
F04_future_bands_species_M1_P_p03,predictive_bands,species,F04_future_predictive_bands_species_M1_P.pdf,F04_future_bands_species_M1_P_p03.svg,F04_future_bands_species_M1_P_p03.png,F04_future_bands_species_M1_P_p03_preview.png,figure_data\model\F04_future_bands_species_M1_P_p03.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_species_M1_P_p03_provenance.json
F04_future_bands_species_M1_P_p04,predictive_bands,species,F04_future_predictive_bands_species_M1_P.pdf,F04_future_bands_species_M1_P_p04.svg,F04_future_bands_species_M1_P_p04.png,F04_future_bands_species_M1_P_p04_preview.png,figure_data\model\F04_future_bands_species_M1_P_p04.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_species_M1_P_p04_provenance.json
F04_future_bands_phylo_distance_M1_U_p01,predictive_bands,phylo_distance,F04_future_predictive_bands_phylo_distance_M1_U.pdf,F04_future_bands_phylo_distance_M1_U_p01.svg,F04_future_bands_phylo_distance_M1_U_p01.png,F04_future_bands_phylo_distance_M1_U_p01_preview.png,figure_data\model\F04_future_bands_phylo_distance_M1_U_p01.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_phylo_distance_M1_U_p01_provenance.json
F04_future_bands_phylo_distance_M1_U_p02,predictive_bands,phylo_distance,F04_future_predictive_bands_phylo_distance_M1_U.pdf,F04_future_bands_phylo_distance_M1_U_p02.svg,F04_future_bands_phylo_distance_M1_U_p02.png,F04_future_bands_phylo_distance_M1_U_p02_preview.png,figure_data\model\F04_future_bands_phylo_distance_M1_U_p02.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_phylo_distance_M1_U_p02_provenance.json
F04_future_bands_phylo_distance_M1_U_p03,predictive_bands,phylo_distance,F04_future_predictive_bands_phylo_distance_M1_U.pdf,F04_future_bands_phylo_distance_M1_U_p03.svg,F04_future_bands_phylo_distance_M1_U_p03.png,F04_future_bands_phylo_distance_M1_U_p03_preview.png,figure_data\model\F04_future_bands_phylo_distance_M1_U_p03.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_phylo_distance_M1_U_p03_provenance.json
F04_future_bands_phylo_distance_M1_U_p04,predictive_bands,phylo_distance,F04_future_predictive_bands_phylo_distance_M1_U.pdf,F04_future_bands_phylo_distance_M1_U_p04.svg,F04_future_bands_phylo_distance_M1_U_p04.png,F04_future_bands_phylo_distance_M1_U_p04_preview.png,figure_data\model\F04_future_bands_phylo_distance_M1_U_p04.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_phylo_distance_M1_U_p04_provenance.json
F04_future_bands_phylo_distance_M1_P_p01,predictive_bands,phylo_distance,F04_future_predictive_bands_phylo_distance_M1_P.pdf,F04_future_bands_phylo_distance_M1_P_p01.svg,F04_future_bands_phylo_distance_M1_P_p01.png,F04_future_bands_phylo_distance_M1_P_p01_preview.png,figure_data\model\F04_future_bands_phylo_distance_M1_P_p01.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_phylo_distance_M1_P_p01_provenance.json
F04_future_bands_phylo_distance_M1_P_p02,predictive_bands,phylo_distance,F04_future_predictive_bands_phylo_distance_M1_P.pdf,F04_future_bands_phylo_distance_M1_P_p02.svg,F04_future_bands_phylo_distance_M1_P_p02.png,F04_future_bands_phylo_distance_M1_P_p02_preview.png,figure_data\model\F04_future_bands_phylo_distance_M1_P_p02.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_phylo_distance_M1_P_p02_provenance.json
F04_future_bands_phylo_distance_M1_P_p03,predictive_bands,phylo_distance,F04_future_predictive_bands_phylo_distance_M1_P.pdf,F04_future_bands_phylo_distance_M1_P_p03.svg,F04_future_bands_phylo_distance_M1_P_p03.png,F04_future_bands_phylo_distance_M1_P_p03_preview.png,figure_data\model\F04_future_bands_phylo_distance_M1_P_p03.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_phylo_distance_M1_P_p03_provenance.json
F04_future_bands_phylo_distance_M1_P_p04,predictive_bands,phylo_distance,F04_future_predictive_bands_phylo_distance_M1_P.pdf,F04_future_bands_phylo_distance_M1_P_p04.svg,F04_future_bands_phylo_distance_M1_P_p04.png,F04_future_bands_phylo_distance_M1_P_p04_preview.png,figure_data\model\F04_future_bands_phylo_distance_M1_P_p04.csv,225.0,235.00000000000003,OOF posterior predictive future experimental ratio,50% and 95% empirical posterior predictive intervals,READY,COMPLETED_BY_REVIEWER,figures\model\F04_future_bands_phylo_distance_M1_P_p04_provenance.json
S06_mc_score_binary_species,cv_mc,binary_species,S06_mc_score_binary_species.pdf,S06_mc_score_binary_species.svg,S06_mc_score_binary_species.png,S06_mc_score_binary_species_preview.png,figure_data\model\S06_mc_score_binary_species.csv,210.00000000000003,195.0,Monte Carlo score integration diagnostics,,REVIEW_REQUIRED,COMPLETED_BY_REVIEWER,figures\model\S06_mc_score_binary_species_provenance.json
S06_mc_score_binary_phylo_distance,cv_mc,binary_phylo_distance,S06_mc_score_binary_phylo_distance.pdf,S06_mc_score_binary_phylo_distance.svg,S06_mc_score_binary_phylo_distance.png,S06_mc_score_binary_phylo_distance_preview.png,figure_data\model\S06_mc_score_binary_phylo_distance.csv,210.00000000000003,195.0,Monte Carlo score integration diagnostics,,REVIEW_REQUIRED,COMPLETED_BY_REVIEWER,figures\model\S06_mc_score_binary_phylo_distance_provenance.json
S06_mc_score_joint_species,cv_mc,joint_species,S06_mc_score_joint_species.pdf,S06_mc_score_joint_species.svg,S06_mc_score_joint_species.png,S06_mc_score_joint_species_preview.png,figure_data\model\S06_mc_score_joint_species.csv,210.00000000000003,195.0,Monte Carlo score integration diagnostics,,REVIEW_REQUIRED,COMPLETED_BY_REVIEWER,figures\model\S06_mc_score_joint_species_provenance.json
S06_mc_score_joint_phylo_distance,cv_mc,joint_phylo_distance,S06_mc_score_joint_phylo_distance.pdf,S06_mc_score_joint_phylo_distance.svg,S06_mc_score_joint_phylo_distance.png,S06_mc_score_joint_phylo_distance_preview.png,figure_data\model\S06_mc_score_joint_phylo_distance.csv,210.00000000000003,195.0,Monte Carlo score integration diagnostics,,REVIEW_REQUIRED,COMPLETED_BY_REVIEWER,figures\model\S06_mc_score_joint_phylo_distance_provenance.json
F02_quantitative_metrics_species_count_exact,metrics,species,F02_quantitative_metrics_species_count_exact.pdf,F02_quantitative_metrics_species_count_exact.svg,F02_quantitative_metrics_species_count_exact.png,F02_quantitative_metrics_species_count_exact_preview.png,figure_data\model\F02_quantitative_metrics_species_count_exact.csv,225.0,160.0,OOF experiment-weighted point errors and predictive CRPS,"Fold values, not confidence intervals",READY,COMPLETED_BY_REVIEWER,figures\model\F02_quantitative_metrics_species_count_exact_provenance.json
F02_quantitative_metrics_species_count,metrics,species,F02_quantitative_metrics_species_count.pdf,F02_quantitative_metrics_species_count.svg,F02_quantitative_metrics_species_count.png,F02_quantitative_metrics_species_count_preview.png,figure_data\model\F02_quantitative_metrics_species_count.csv,225.0,160.0,OOF experiment-weighted point errors and predictive CRPS,"Fold values, not confidence intervals",READY,COMPLETED_BY_REVIEWER,figures\model\F02_quantitative_metrics_species_count_provenance.json
F02_quantitative_metrics_species_exact,metrics,species,F02_quantitative_metrics_species_exact.pdf,F02_quantitative_metrics_species_exact.svg,F02_quantitative_metrics_species_exact.png,F02_quantitative_metrics_species_exact_preview.png,figure_data\model\F02_quantitative_metrics_species_exact.csv,225.0,160.0,OOF experiment-weighted point errors and predictive CRPS,"Fold values, not confidence intervals",READY,COMPLETED_BY_REVIEWER,figures\model\F02_quantitative_metrics_species_exact_provenance.json
S03_predictive_coverage_species,metrics,species,S03_predictive_coverage_species.pdf,S03_predictive_coverage_species.svg,S03_predictive_coverage_species.png,S03_predictive_coverage_species_preview.png,figure_data\model\S03_predictive_coverage_species.csv,215.0,150.0,Empirical OOF future-result predictive coverage and width,,READY,COMPLETED_BY_REVIEWER,figures\model\S03_predictive_coverage_species_provenance.json
