FigureID,Group,Scope,PDF,SVG,PNG,Preview,SourceCSV,WidthMM,HeightMM,Estimand,Interval,ScientificStatus,VisualReview,SourceManifest
S07_ppc_ecdf_binary_M2_P,ppc_ecdf,binary,S07_ppc_ecdf_binary.pdf,S07_ppc_ecdf_binary_M2_P.svg,S07_ppc_ecdf_binary_M2_P.png,S07_ppc_ecdf_binary_M2_P_preview.png,figure_data\model\S07_ppc_ecdf_binary_M2_P.csv,180.0,105.0,In-sample outcome distribution,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_ecdf_binary_M2_P_provenance.json
S07_ppc_ecdf_binary_M3_U,ppc_ecdf,binary,S07_ppc_ecdf_binary.pdf,S07_ppc_ecdf_binary_M3_U.svg,S07_ppc_ecdf_binary_M3_U.png,S07_ppc_ecdf_binary_M3_U_preview.png,figure_data\model\S07_ppc_ecdf_binary_M3_U.csv,180.0,105.0,In-sample outcome distribution,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_ecdf_binary_M3_U_provenance.json
S07_ppc_ecdf_binary_M3_P,ppc_ecdf,binary,S07_ppc_ecdf_binary.pdf,S07_ppc_ecdf_binary_M3_P.svg,S07_ppc_ecdf_binary_M3_P.png,S07_ppc_ecdf_binary_M3_P_preview.png,figure_data\model\S07_ppc_ecdf_binary_M3_P.csv,180.0,105.0,In-sample outcome distribution,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_ecdf_binary_M3_P_provenance.json
F05_coefficients_joint_M1,coefficients,joint,F05_coefficients_joint_M1.pdf,F05_coefficients_joint_M1.svg,F05_coefficients_joint_M1.png,F05_coefficients_joint_M1_preview.png,figure_data\model\F05_coefficients_joint_M1.csv,205.0,131.0,joint fixed-effect logit coefficient posterior mean,95% posterior interval,READY,COMPLETED_BY_REVIEWER,figures\model\F05_coefficients_joint_M1_provenance.json
F05_coefficients_joint_M2,coefficients,joint,F05_coefficients_joint_M2.pdf,F05_coefficients_joint_M2.svg,F05_coefficients_joint_M2.png,F05_coefficients_joint_M2_preview.png,figure_data\model\F05_coefficients_joint_M2.csv,205.0,131.0,joint fixed-effect logit coefficient posterior mean,95% posterior interval,READY,COMPLETED_BY_REVIEWER,figures\model\F05_coefficients_joint_M2_provenance.json
F05_coefficients_joint_M3,coefficients,joint,F05_coefficients_joint_M3.pdf,F05_coefficients_joint_M3.svg,F05_coefficients_joint_M3.png,F05_coefficients_joint_M3_preview.png,figure_data\model\F05_coefficients_joint_M3.csv,205.0,227.0,joint fixed-effect logit coefficient posterior mean,95% posterior interval,PRIOR_DEPENDENCE_CAUTION,COMPLETED_BY_REVIEWER,figures\model\F05_coefficients_joint_M3_provenance.json
S07_ppc_ecdf_joint_Null_U,ppc_ecdf,joint,S07_ppc_ecdf_joint.pdf,S07_ppc_ecdf_joint_Null_U.svg,S07_ppc_ecdf_joint_Null_U.png,S07_ppc_ecdf_joint_Null_U_preview.png,figure_data\model\S07_ppc_ecdf_joint_Null_U.csv,180.0,105.0,In-sample outcome distribution,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_ecdf_joint_Null_U_provenance.json
S07_ppc_ecdf_joint_Phylogeny_only_P,ppc_ecdf,joint,S07_ppc_ecdf_joint.pdf,S07_ppc_ecdf_joint_Phylogeny_only_P.svg,S07_ppc_ecdf_joint_Phylogeny_only_P.png,S07_ppc_ecdf_joint_Phylogeny_only_P_preview.png,figure_data\model\S07_ppc_ecdf_joint_Phylogeny_only_P.csv,180.0,105.0,In-sample outcome distribution,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_ecdf_joint_Phylogeny_only_P_provenance.json
S07_ppc_ecdf_joint_Site315_U,ppc_ecdf,joint,S07_ppc_ecdf_joint.pdf,S07_ppc_ecdf_joint_Site315_U.svg,S07_ppc_ecdf_joint_Site315_U.png,S07_ppc_ecdf_joint_Site315_U_preview.png,figure_data\model\S07_ppc_ecdf_joint_Site315_U.csv,180.0,105.0,In-sample outcome distribution,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_ecdf_joint_Site315_U_provenance.json
S07_ppc_ecdf_joint_Site315_P,ppc_ecdf,joint,S07_ppc_ecdf_joint.pdf,S07_ppc_ecdf_joint_Site315_P.svg,S07_ppc_ecdf_joint_Site315_P.png,S07_ppc_ecdf_joint_Site315_P_preview.png,figure_data\model\S07_ppc_ecdf_joint_Site315_P.csv,180.0,105.0,In-sample outcome distribution,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_ecdf_joint_Site315_P_provenance.json
S07_ppc_ecdf_joint_M1_U,ppc_ecdf,joint,S07_ppc_ecdf_joint.pdf,S07_ppc_ecdf_joint_M1_U.svg,S07_ppc_ecdf_joint_M1_U.png,S07_ppc_ecdf_joint_M1_U_preview.png,figure_data\model\S07_ppc_ecdf_joint_M1_U.csv,180.0,105.0,In-sample outcome distribution,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_ecdf_joint_M1_U_provenance.json
S07_ppc_ecdf_joint_M1_P,ppc_ecdf,joint,S07_ppc_ecdf_joint.pdf,S07_ppc_ecdf_joint_M1_P.svg,S07_ppc_ecdf_joint_M1_P.png,S07_ppc_ecdf_joint_M1_P_preview.png,figure_data\model\S07_ppc_ecdf_joint_M1_P.csv,180.0,105.0,In-sample outcome distribution,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_ecdf_joint_M1_P_provenance.json
S07_ppc_ecdf_joint_M2_U,ppc_ecdf,joint,S07_ppc_ecdf_joint.pdf,S07_ppc_ecdf_joint_M2_U.svg,S07_ppc_ecdf_joint_M2_U.png,S07_ppc_ecdf_joint_M2_U_preview.png,figure_data\model\S07_ppc_ecdf_joint_M2_U.csv,180.0,105.0,In-sample outcome distribution,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_ecdf_joint_M2_U_provenance.json
S07_ppc_ecdf_joint_M2_P,ppc_ecdf,joint,S07_ppc_ecdf_joint.pdf,S07_ppc_ecdf_joint_M2_P.svg,S07_ppc_ecdf_joint_M2_P.png,S07_ppc_ecdf_joint_M2_P_preview.png,figure_data\model\S07_ppc_ecdf_joint_M2_P.csv,180.0,105.0,In-sample outcome distribution,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_ecdf_joint_M2_P_provenance.json
S07_ppc_ecdf_joint_M3_U,ppc_ecdf,joint,S07_ppc_ecdf_joint.pdf,S07_ppc_ecdf_joint_M3_U.svg,S07_ppc_ecdf_joint_M3_U.png,S07_ppc_ecdf_joint_M3_U_preview.png,figure_data\model\S07_ppc_ecdf_joint_M3_U.csv,180.0,105.0,In-sample outcome distribution,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_ecdf_joint_M3_U_provenance.json
S07_ppc_ecdf_joint_M3_P,ppc_ecdf,joint,S07_ppc_ecdf_joint.pdf,S07_ppc_ecdf_joint_M3_P.svg,S07_ppc_ecdf_joint_M3_P.png,S07_ppc_ecdf_joint_M3_P_preview.png,figure_data\model\S07_ppc_ecdf_joint_M3_P.csv,180.0,105.0,In-sample outcome distribution,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_ecdf_joint_M3_P_provenance.json
S05_diagnostics_binary_primary,diagnostics,binary,S05_diagnostics_binary_primary.pdf,S05_diagnostics_binary_primary.svg,S05_diagnostics_binary_primary.png,S05_diagnostics_binary_primary_preview.png,figure_data\model\S05_diagnostics_binary_primary.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_diagnostics_binary_primary_provenance.json
S06_pareto_k_binary,pareto,binary,S06_pareto_k_binary.pdf,S06_pareto_k_binary.svg,S06_pareto_k_binary.png,S06_pareto_k_binary_preview.png,figure_data\model\S06_pareto_k_binary.csv,210.00000000000003,260.0,PSIS diagnostic k,,USE_GROUPED_CV,COMPLETED_BY_REVIEWER,figures\model\S06_pareto_k_binary_provenance.json
S07_ppc_binary_Null_U_HighFraction,ppc,binary,S07_ppc_statistics_binary.pdf,S07_ppc_binary_Null_U_HighFraction.svg,S07_ppc_binary_Null_U_HighFraction.png,S07_ppc_binary_Null_U_HighFraction_preview.png,figure_data\model\S07_ppc_binary_Null_U_HighFraction.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_binary_Null_U_HighFraction_provenance.json
S07_ppc_binary_Phylogeny_only_P_HighFraction,ppc,binary,S07_ppc_statistics_binary.pdf,S07_ppc_binary_Phylogeny_only_P_HighFraction.svg,S07_ppc_binary_Phylogeny_only_P_HighFraction.png,S07_ppc_binary_Phylogeny_only_P_HighFraction_preview.png,figure_data\model\S07_ppc_binary_Phylogeny_only_P_HighFraction.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_binary_Phylogeny_only_P_HighFraction_provenance.json
S07_ppc_binary_Site315_U_HighFraction,ppc,binary,S07_ppc_statistics_binary.pdf,S07_ppc_binary_Site315_U_HighFraction.svg,S07_ppc_binary_Site315_U_HighFraction.png,S07_ppc_binary_Site315_U_HighFraction_preview.png,figure_data\model\S07_ppc_binary_Site315_U_HighFraction.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_binary_Site315_U_HighFraction_provenance.json
S07_ppc_binary_Site315_P_HighFraction,ppc,binary,S07_ppc_statistics_binary.pdf,S07_ppc_binary_Site315_P_HighFraction.svg,S07_ppc_binary_Site315_P_HighFraction.png,S07_ppc_binary_Site315_P_HighFraction_preview.png,figure_data\model\S07_ppc_binary_Site315_P_HighFraction.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_binary_Site315_P_HighFraction_provenance.json
S07_ppc_binary_M1_U_HighFraction,ppc,binary,S07_ppc_statistics_binary.pdf,S07_ppc_binary_M1_U_HighFraction.svg,S07_ppc_binary_M1_U_HighFraction.png,S07_ppc_binary_M1_U_HighFraction_preview.png,figure_data\model\S07_ppc_binary_M1_U_HighFraction.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_binary_M1_U_HighFraction_provenance.json
S07_ppc_binary_M1_P_HighFraction,ppc,binary,S07_ppc_statistics_binary.pdf,S07_ppc_binary_M1_P_HighFraction.svg,S07_ppc_binary_M1_P_HighFraction.png,S07_ppc_binary_M1_P_HighFraction_preview.png,figure_data\model\S07_ppc_binary_M1_P_HighFraction.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_binary_M1_P_HighFraction_provenance.json
S07_ppc_binary_M2_U_HighFraction,ppc,binary,S07_ppc_statistics_binary.pdf,S07_ppc_binary_M2_U_HighFraction.svg,S07_ppc_binary_M2_U_HighFraction.png,S07_ppc_binary_M2_U_HighFraction_preview.png,figure_data\model\S07_ppc_binary_M2_U_HighFraction.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_binary_M2_U_HighFraction_provenance.json
S07_ppc_binary_M2_P_HighFraction,ppc,binary,S07_ppc_statistics_binary.pdf,S07_ppc_binary_M2_P_HighFraction.svg,S07_ppc_binary_M2_P_HighFraction.png,S07_ppc_binary_M2_P_HighFraction_preview.png,figure_data\model\S07_ppc_binary_M2_P_HighFraction.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_binary_M2_P_HighFraction_provenance.json
S07_ppc_binary_M3_U_HighFraction,ppc,binary,S07_ppc_statistics_binary.pdf,S07_ppc_binary_M3_U_HighFraction.svg,S07_ppc_binary_M3_U_HighFraction.png,S07_ppc_binary_M3_U_HighFraction_preview.png,figure_data\model\S07_ppc_binary_M3_U_HighFraction.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_binary_M3_U_HighFraction_provenance.json
S07_ppc_binary_M3_P_HighFraction,ppc,binary,S07_ppc_statistics_binary.pdf,S07_ppc_binary_M3_P_HighFraction.svg,S07_ppc_binary_M3_P_HighFraction.png,S07_ppc_binary_M3_P_HighFraction_preview.png,figure_data\model\S07_ppc_binary_M3_P_HighFraction.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_binary_M3_P_HighFraction_provenance.json
S05_diagnostics_joint_primary,diagnostics,joint,S05_diagnostics_joint_primary.pdf,S05_diagnostics_joint_primary.svg,S05_diagnostics_joint_primary.png,S05_diagnostics_joint_primary_preview.png,figure_data\model\S05_diagnostics_joint_primary.csv,225.0,205.0,Numerical diagnostic summaries,,READY,COMPLETED_BY_REVIEWER,figures\model\S05_diagnostics_joint_primary_provenance.json
S06_pareto_k_joint,pareto,joint,S06_pareto_k_joint.pdf,S06_pareto_k_joint.svg,S06_pareto_k_joint.png,S06_pareto_k_joint_preview.png,figure_data\model\S06_pareto_k_joint.csv,210.00000000000003,260.0,PSIS diagnostic k,,USE_GROUPED_CV,COMPLETED_BY_REVIEWER,figures\model\S06_pareto_k_joint_provenance.json
S07_ppc_joint_Null_U_count,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_Null_U_count.svg,S07_ppc_joint_Null_U_count.png,S07_ppc_joint_Null_U_count_preview.png,figure_data\model\S07_ppc_joint_Null_U_count.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_Null_U_count_provenance.json
S07_ppc_joint_Null_U_exact,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_Null_U_exact.svg,S07_ppc_joint_Null_U_exact.png,S07_ppc_joint_Null_U_exact_preview.png,figure_data\model\S07_ppc_joint_Null_U_exact.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_Null_U_exact_provenance.json
S07_ppc_joint_Phylogeny_only_P_count,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_Phylogeny_only_P_count.svg,S07_ppc_joint_Phylogeny_only_P_count.png,S07_ppc_joint_Phylogeny_only_P_count_preview.png,figure_data\model\S07_ppc_joint_Phylogeny_only_P_count.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_Phylogeny_only_P_count_provenance.json
S07_ppc_joint_Phylogeny_only_P_exact,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_Phylogeny_only_P_exact.svg,S07_ppc_joint_Phylogeny_only_P_exact.png,S07_ppc_joint_Phylogeny_only_P_exact_preview.png,figure_data\model\S07_ppc_joint_Phylogeny_only_P_exact.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_Phylogeny_only_P_exact_provenance.json
S07_ppc_joint_Site315_U_count,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_Site315_U_count.svg,S07_ppc_joint_Site315_U_count.png,S07_ppc_joint_Site315_U_count_preview.png,figure_data\model\S07_ppc_joint_Site315_U_count.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_Site315_U_count_provenance.json
S07_ppc_joint_Site315_U_exact,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_Site315_U_exact.svg,S07_ppc_joint_Site315_U_exact.png,S07_ppc_joint_Site315_U_exact_preview.png,figure_data\model\S07_ppc_joint_Site315_U_exact.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_Site315_U_exact_provenance.json
S07_ppc_joint_Site315_P_count,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_Site315_P_count.svg,S07_ppc_joint_Site315_P_count.png,S07_ppc_joint_Site315_P_count_preview.png,figure_data\model\S07_ppc_joint_Site315_P_count.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_Site315_P_count_provenance.json
S07_ppc_joint_Site315_P_exact,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_Site315_P_exact.svg,S07_ppc_joint_Site315_P_exact.png,S07_ppc_joint_Site315_P_exact_preview.png,figure_data\model\S07_ppc_joint_Site315_P_exact.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_Site315_P_exact_provenance.json
S07_ppc_joint_M1_U_count,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_M1_U_count.svg,S07_ppc_joint_M1_U_count.png,S07_ppc_joint_M1_U_count_preview.png,figure_data\model\S07_ppc_joint_M1_U_count.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_M1_U_count_provenance.json
S07_ppc_joint_M1_U_exact,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_M1_U_exact.svg,S07_ppc_joint_M1_U_exact.png,S07_ppc_joint_M1_U_exact_preview.png,figure_data\model\S07_ppc_joint_M1_U_exact.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_M1_U_exact_provenance.json
S07_ppc_joint_M1_P_count,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_M1_P_count.svg,S07_ppc_joint_M1_P_count.png,S07_ppc_joint_M1_P_count_preview.png,figure_data\model\S07_ppc_joint_M1_P_count.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_M1_P_count_provenance.json
S07_ppc_joint_M1_P_exact,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_M1_P_exact.svg,S07_ppc_joint_M1_P_exact.png,S07_ppc_joint_M1_P_exact_preview.png,figure_data\model\S07_ppc_joint_M1_P_exact.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_M1_P_exact_provenance.json
S07_ppc_joint_M2_U_count,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_M2_U_count.svg,S07_ppc_joint_M2_U_count.png,S07_ppc_joint_M2_U_count_preview.png,figure_data\model\S07_ppc_joint_M2_U_count.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_M2_U_count_provenance.json
S07_ppc_joint_M2_U_exact,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_M2_U_exact.svg,S07_ppc_joint_M2_U_exact.png,S07_ppc_joint_M2_U_exact_preview.png,figure_data\model\S07_ppc_joint_M2_U_exact.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_M2_U_exact_provenance.json
S07_ppc_joint_M2_P_count,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_M2_P_count.svg,S07_ppc_joint_M2_P_count.png,S07_ppc_joint_M2_P_count_preview.png,figure_data\model\S07_ppc_joint_M2_P_count.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_M2_P_count_provenance.json
S07_ppc_joint_M2_P_exact,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_M2_P_exact.svg,S07_ppc_joint_M2_P_exact.png,S07_ppc_joint_M2_P_exact_preview.png,figure_data\model\S07_ppc_joint_M2_P_exact.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_M2_P_exact_provenance.json
S07_ppc_joint_M3_U_count,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_M3_U_count.svg,S07_ppc_joint_M3_U_count.png,S07_ppc_joint_M3_U_count_preview.png,figure_data\model\S07_ppc_joint_M3_U_count.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_M3_U_count_provenance.json
S07_ppc_joint_M3_U_exact,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_M3_U_exact.svg,S07_ppc_joint_M3_U_exact.png,S07_ppc_joint_M3_U_exact_preview.png,figure_data\model\S07_ppc_joint_M3_U_exact.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_M3_U_exact_provenance.json
S07_ppc_joint_M3_P_count,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_M3_P_count.svg,S07_ppc_joint_M3_P_count.png,S07_ppc_joint_M3_P_count_preview.png,figure_data\model\S07_ppc_joint_M3_P_count.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_M3_P_count_provenance.json
S07_ppc_joint_M3_P_exact,ppc,joint,S07_ppc_statistics_joint.pdf,S07_ppc_joint_M3_P_exact.svg,S07_ppc_joint_M3_P_exact.png,S07_ppc_joint_M3_P_exact_preview.png,figure_data\model\S07_ppc_joint_M3_P_exact.csv,180.0,145.0,In-sample posterior predictive statistics,,READY,COMPLETED_BY_REVIEWER,figures\model\S07_ppc_joint_M3_P_exact_provenance.json
F06_species_binary_p01,species_predictions,both,F06_full_species_predictions_binary.pdf,F06_species_binary_p01.svg,F06_species_binary_p01.png,F06_species_binary_p01_preview.png,figure_data\model\F06_species_binary_p01.csv,285.0,255.0,Full-data posterior median expected quantity: binary,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_binary_p01_provenance.json
F06_species_binary_p02,species_predictions,both,F06_full_species_predictions_binary.pdf,F06_species_binary_p02.svg,F06_species_binary_p02.png,F06_species_binary_p02_preview.png,figure_data\model\F06_species_binary_p02.csv,285.0,255.0,Full-data posterior median expected quantity: binary,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_binary_p02_provenance.json
F06_species_binary_p03,species_predictions,both,F06_full_species_predictions_binary.pdf,F06_species_binary_p03.svg,F06_species_binary_p03.png,F06_species_binary_p03_preview.png,figure_data\model\F06_species_binary_p03.csv,285.0,255.0,Full-data posterior median expected quantity: binary,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_binary_p03_provenance.json
F06_species_binary_p04,species_predictions,both,F06_full_species_predictions_binary.pdf,F06_species_binary_p04.svg,F06_species_binary_p04.png,F06_species_binary_p04_preview.png,figure_data\model\F06_species_binary_p04.csv,285.0,255.0,Full-data posterior median expected quantity: binary,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_binary_p04_provenance.json
F06_species_binary_p05,species_predictions,both,F06_full_species_predictions_binary.pdf,F06_species_binary_p05.svg,F06_species_binary_p05.png,F06_species_binary_p05_preview.png,figure_data\model\F06_species_binary_p05.csv,285.0,255.0,Full-data posterior median expected quantity: binary,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_binary_p05_provenance.json
F06_species_binary_p06,species_predictions,both,F06_full_species_predictions_binary.pdf,F06_species_binary_p06.svg,F06_species_binary_p06.png,F06_species_binary_p06_preview.png,figure_data\model\F06_species_binary_p06.csv,285.0,255.0,Full-data posterior median expected quantity: binary,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_binary_p06_provenance.json
F06_species_binary_p07,species_predictions,both,F06_full_species_predictions_binary.pdf,F06_species_binary_p07.svg,F06_species_binary_p07.png,F06_species_binary_p07_preview.png,figure_data\model\F06_species_binary_p07.csv,285.0,255.0,Full-data posterior median expected quantity: binary,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_binary_p07_provenance.json
F06_species_binary_p08,species_predictions,both,F06_full_species_predictions_binary.pdf,F06_species_binary_p08.svg,F06_species_binary_p08.png,F06_species_binary_p08_preview.png,figure_data\model\F06_species_binary_p08.csv,285.0,255.0,Full-data posterior median expected quantity: binary,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_binary_p08_provenance.json
F06_species_binary_p09,species_predictions,both,F06_full_species_predictions_binary.pdf,F06_species_binary_p09.svg,F06_species_binary_p09.png,F06_species_binary_p09_preview.png,figure_data\model\F06_species_binary_p09.csv,285.0,255.0,Full-data posterior median expected quantity: binary,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_binary_p09_provenance.json
F06_species_joint_p01,species_predictions,both,F06_full_species_predictions_joint.pdf,F06_species_joint_p01.svg,F06_species_joint_p01.png,F06_species_joint_p01_preview.png,figure_data\model\F06_species_joint_p01.csv,285.0,255.0,Full-data posterior median expected quantity: joint,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_joint_p01_provenance.json
F06_species_joint_p02,species_predictions,both,F06_full_species_predictions_joint.pdf,F06_species_joint_p02.svg,F06_species_joint_p02.png,F06_species_joint_p02_preview.png,figure_data\model\F06_species_joint_p02.csv,285.0,255.0,Full-data posterior median expected quantity: joint,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_joint_p02_provenance.json
F06_species_joint_p03,species_predictions,both,F06_full_species_predictions_joint.pdf,F06_species_joint_p03.svg,F06_species_joint_p03.png,F06_species_joint_p03_preview.png,figure_data\model\F06_species_joint_p03.csv,285.0,255.0,Full-data posterior median expected quantity: joint,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_joint_p03_provenance.json
F06_species_joint_p04,species_predictions,both,F06_full_species_predictions_joint.pdf,F06_species_joint_p04.svg,F06_species_joint_p04.png,F06_species_joint_p04_preview.png,figure_data\model\F06_species_joint_p04.csv,285.0,255.0,Full-data posterior median expected quantity: joint,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_joint_p04_provenance.json
F06_species_joint_p05,species_predictions,both,F06_full_species_predictions_joint.pdf,F06_species_joint_p05.svg,F06_species_joint_p05.png,F06_species_joint_p05_preview.png,figure_data\model\F06_species_joint_p05.csv,285.0,255.0,Full-data posterior median expected quantity: joint,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_joint_p05_provenance.json
F06_species_joint_p06,species_predictions,both,F06_full_species_predictions_joint.pdf,F06_species_joint_p06.svg,F06_species_joint_p06.png,F06_species_joint_p06_preview.png,figure_data\model\F06_species_joint_p06.csv,285.0,255.0,Full-data posterior median expected quantity: joint,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_joint_p06_provenance.json
F06_species_joint_p07,species_predictions,both,F06_full_species_predictions_joint.pdf,F06_species_joint_p07.svg,F06_species_joint_p07.png,F06_species_joint_p07_preview.png,figure_data\model\F06_species_joint_p07.csv,285.0,255.0,Full-data posterior median expected quantity: joint,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_joint_p07_provenance.json
F06_species_joint_p08,species_predictions,both,F06_full_species_predictions_joint.pdf,F06_species_joint_p08.svg,F06_species_joint_p08.png,F06_species_joint_p08_preview.png,figure_data\model\F06_species_joint_p08.csv,285.0,255.0,Full-data posterior median expected quantity: joint,95% posterior interval of expectation,READY,COMPLETED_BY_REVIEWER,figures\model\F06_species_joint_p08_provenance.json
